Geneid	SRR031708_aligned.sam	SRR031709_aligned.sam	SRR031718_aligned.sam	SRR031719_aligned.sam
FBgn0039159	14	15	15	8
FBgn0015765	66	51	51	41
FBgn0051133	20	19	19	11
FBgn0039153	39	33	33	18
FBgn0039151	0	0	0	0
FBgn0039150	86	76	76	35
FBgn0053100	299	164	164	141
FBgn0013343	811	529	529	420
FBgn0001230	42	38	38	12
FBgn0005649	597	413	413	312
FBgn0039140	202	159	159	81
FBgn0051130	1	0	0	0
FBgn0019952	326	210	210	139
FBgn0039178	1	1	1	3
FBgn0011785	656	444	444	263
FBgn0039183	232	168	168	99
FBgn0039184	0	1	1	1
FBgn0011581	0	0	0	0
FBgn0039187	261	175	175	107
FBgn0053339	0	0	0	0
FBgn0053340	0	0	0	0
FBgn0039193	0	0	0	0
FBgn0053341	0	0	0	0
FBgn0039194	0	0	0	0
FBgn0039199	0	0	0	0
FBgn0039200	0	0	0	0
FBgn0000036	0	0	0	0
FBgn0039198	0	0	0	0
FBgn0039197	0	0	0	0
FBgn0039196	0	0	0	0
FBgn0039195	0	0	0	0
FBgn0039192	0	0	0	0
FBgn0039190	0	0	0	0
FBgn0039189	51	25	25	21
FBgn0039188	84	61	61	47
FBgn0039186	370	224	224	148
FBgn0039182	305	217	217	143
FBgn0028471	219	143	143	99
FBgn0039180	0	2	2	0
FBgn0039175	152	123	123	76
FBgn0051128	0	0	0	0
FBgn0000039	0	0	0	0
FBgn0039201	8	1	1	2
FBgn0003134	321	211	211	144
FBgn0039203	0	0	0	1
FBgn0039204	134	82	82	64
FBgn0011845	0	0	0	0
FBgn0004188	0	0	0	0
FBgn0004189	0	0	0	0
FBgn0004190	0	0	0	2
FBgn0039213	449	301	301	246
FBgn0000139	201	141	141	69
FBgn0051126	32	20	20	9
FBgn0020018	57	63	63	26
FBgn0051125	6	4	4	2
FBgn0039214	926	607	607	451
FBgn0046685	267	194	194	124
FBgn0039212	96	68	68	50
FBgn0039210	92	82	82	31
FBgn0039209	571	409	409	190
FBgn0039205	14	9	9	11
FBgn0039202	0	0	0	0
FBgn0004118	4	3	3	6
FBgn0039217	0	0	0	0
FBgn0039218	40	35	35	38
FBgn0004885	4	1	1	1
FBgn0003719	0	0	0	1
FBgn0000140	243	176	176	125
FBgn0040600	246	184	184	126
FBgn0039225	1	1	1	0
FBgn0039228	0	0	0	0
FBgn0039232	0	0	0	0
FBgn0013953	13	7	7	3
FBgn0039233	61	44	44	28
FBgn0039234	483	319	319	275
FBgn0039238	0	0	0	0
FBgn0013949	1	1	1	0
FBgn0039241	119	76	76	52
FBgn0043799	21	13	13	1
FBgn0039244	0	0	0	0
FBgn0039246	0	0	0	0
FBgn0051382	0	0	0	0
FBgn0039249	45	31	31	24
FBgn0039250	215	165	165	137
FBgn0039251	6	5	5	4
FBgn0051416	1	0	0	0
FBgn0040601	0	0	0	0
FBgn0051121	4	3	3	0
FBgn0039240	289	193	193	111
FBgn0015625	52	48	48	44
FBgn0039239	0	0	0	0
FBgn0039237	0	0	0	0
FBgn0051105	0	1	1	1
FBgn0039235	0	0	0	0
FBgn0051119	6	6	6	3
FBgn0051357	113	68	68	48
FBgn0051118	14	13	13	4
FBgn0045980	1	2	2	0
FBgn0027617	15	18	18	14
FBgn0027539	117	66	66	97
FBgn0039227	347	247	247	171
FBgn0039226	11	10	10	12
FBgn0039224	2	0	0	0
FBgn0039223	188	91	91	86
FBgn0015591	0	0	0	1
FBgn0039219	107	54	54	48
FBgn0039252	141	115	115	81
FBgn0039254	52	43	43	26
FBgn0039257	166	148	148	46
FBgn0039258	70	49	49	34
FBgn0015240	142	102	102	47
FBgn0051115	1	1	1	1
FBgn0045866	318	201	201	208
FBgn0039264	0	0	0	1
FBgn0039265	121	93	93	68
FBgn0039266	234	149	149	150
FBgn0039270	31	29	29	12
FBgn0039271	21	12	12	10
FBgn0039272	0	1	1	1
FBgn0039274	59	38	38	38
FBgn0004897	0	0	0	0
FBgn0004898	0	0	0	0
FBgn0046214	694	493	493	356
FBgn0039282	0	0	0	0
FBgn0039283	0	0	0	0
FBgn0039280	0	0	0	0
FBgn0051510	79	48	48	39
FBgn0039277	3	0	0	0
FBgn0039273	49	41	41	36
FBgn0011336	739	500	500	438
FBgn0039269	64	43	43	31
FBgn0051111	10	14	14	8
FBgn0051109	23	15	15	10
FBgn0039261	286	237	237	147
FBgn0039260	290	187	187	129
FBgn0039259	25	20	20	21
FBgn0029157	299	244	244	101
FBgn0020626	380	289	289	151
FBgn0051108	79	60	60	47
FBgn0039286	0	0	0	0
FBgn0039288	0	0	0	0
FBgn0039290	70	43	43	30
FBgn0051106	0	0	0	0
FBgn0051103	0	0	0	0
FBgn0039293	163	105	105	94
FBgn0039297	1	1	1	0
FBgn0039298	0	0	0	0
FBgn0039299	0	0	0	0
FBgn0039301	52	31	31	27
FBgn0039302	1973	1282	1282	855
FBgn0039303	486	367	367	253
FBgn0039305	45	21	21	16
FBgn0039306	41	23	23	22
FBgn0039307	0	0	0	1
FBgn0039310	0	0	0	0
FBgn0051300	0	0	0	1
FBgn0051104	0	1	1	0
FBgn0039315	0	1	1	1
FBgn0039316	3	0	0	1
FBgn0039319	0	0	0	0
FBgn0051370	46	29	29	41
FBgn0051436	27	25	25	16
FBgn0028647	54	35	35	28
FBgn0027376	1	1	1	0
FBgn0039335	40	43	43	34
FBgn0039337	58	50	50	22
FBgn0039338	751	497	497	328
FBgn0039336	33	26	26	11
FBgn0039329	11	15	15	14
FBgn0039328	59	27	27	27
FBgn0045761	227	151	151	143
FBgn0039326	0	1	1	0
FBgn0039325	0	2	2	0
FBgn0039324	2	1	1	0
FBgn0039323	15	12	12	12
FBgn0051087	0	0	0	0
FBgn0051099	0	0	0	0
FBgn0039321	30	20	20	16
FBgn0051288	1	0	0	1
FBgn0051097	0	0	0	0
FBgn0051102	1	1	1	0
FBgn0051098	57	42	42	17
FBgn0039312	1	1	1	0
FBgn0039311	0	0	0	0
FBgn0027090	299	191	191	155
FBgn0039304	84	47	47	53
FBgn0039300	3930	2852	2852	1733
FBgn0000158	4	2	2	4
FBgn0039296	108	74	74	77
FBgn0039294	8	7	7	5
FBgn0039291	25	16	16	12
FBgn0022800	18	16	16	13
FBgn0039339	2	0	0	2
FBgn0039341	0	0	0	0
FBgn0039342	0	0	0	0
FBgn0039343	1	0	0	0
FBgn0011666	391	285	285	211
FBgn0039346	0	1	1	0
FBgn0039347	9	1	1	5
FBgn0039350	38	50	50	23
FBgn0027508	154	112	112	60
FBgn0039344	1	0	0	0
FBgn0040212	108	78	78	68
FBgn0039354	3	3	3	1
FBgn0039356	1	1	1	3
FBgn0039358	246	172	172	88
FBgn0039373	0	0	0	0
FBgn0039374	0	0	0	0
FBgn0011273	0	0	0	0
FBgn0039376	1	0	0	0
FBgn0039379	164	111	111	102
FBgn0039380	0	0	0	0
FBgn0039381	156	107	107	119
FBgn0027865	112	60	60	113
FBgn0040602	55	29	29	59
FBgn0011668	0	0	0	1
FBgn0011669	0	0	0	0
FBgn0011670	1	0	0	0
FBgn0051093	0	0	0	0
FBgn0051380	0	0	0	0
FBgn0039371	0	0	0	0
FBgn0039368	0	0	0	0
FBgn0039367	0	0	0	0
FBgn0066101	3	4	4	0
FBgn0051092	16	9	9	32
FBgn0039360	69	34	34	50
FBgn0039359	5293	3590	3590	2271
FBgn0039357	15	18	18	13
FBgn0039355	18	16	16	13
FBgn0028717	357	271	271	117
FBgn0039385	177	89	89	93
FBgn0039386	2	1	1	0
FBgn0039387	2	1	1	2
FBgn0051091	1	0	0	0
FBgn0051089	0	0	0	0
FBgn0039398	0	0	0	0
FBgn0000206	0	0	0	0
FBgn0002734	4	2	2	0
FBgn0002735	1	1	1	0
FBgn0002732	0	1	1	1
FBgn0002578	0	0	0	2
FBgn0002609	8	7	7	3
FBgn0002633	0	0	0	0
FBgn0000591	0	0	0	0
FBgn0001139	1214	870	870	410
FBgn0039402	287	199	199	118
FBgn0039404	51	33	33	31
FBgn0039407	35	29	29	18
FBgn0039411	3	0	0	0
FBgn0039408	0	1	1	0
FBgn0039406	820	564	564	433
FBgn0039405	0	0	0	0
FBgn0039403	42	30	30	23
FBgn0028833	280	198	198	142
FBgn0002629	0	0	0	0
FBgn0002592	3	1	1	0
FBgn0002733	65	45	45	29
FBgn0039395	0	0	0	0
FBgn0039413	0	0	0	0
FBgn0039415	3	5	5	6
FBgn0051323	2	1	1	1
FBgn0051086	0	0	0	0
FBgn0039419	600	435	435	146
FBgn0039420	4	9	9	1
FBgn0000064	1859	1383	1383	1013
FBgn0039417	67	30	30	25
FBgn0039425	0	0	0	0
FBgn0051084	0	0	0	0
FBgn0042711	1	0	0	0
FBgn0042710	0	0	0	1
FBgn0039427	158	105	105	86
FBgn0039428	1	0	0	0
FBgn0039429	3	3	3	0
FBgn0039430	140	90	90	60
FBgn0039431	703	534	534	375
FBgn0023178	0	0	0	0
FBgn0039424	0	0	0	0
FBgn0039421	0	0	0	0
FBgn0039434	0	0	0	0
FBgn0039440	0	0	0	0
FBgn0039441	0	0	0	0
FBgn0051080	0	0	0	0
FBgn0051081	0	0	0	0
FBgn0039443	0	0	0	0
FBgn0039444	0	0	0	0
FBgn0039450	305	232	232	140
FBgn0040607	0	0	0	0
FBgn0039453	0	0	0	1
FBgn0039451	420	308	308	123
FBgn0039449	69	51	51	26
FBgn0023179	0	0	0	0
FBgn0039448	0	0	0	0
FBgn0039439	0	0	0	0
FBgn0039438	0	0	0	0
FBgn0039437	0	0	0	0
FBgn0039436	0	0	0	0
FBgn0039435	0	0	0	0
FBgn0039459	55	36	36	15
FBgn0001197	778	563	563	492
FBgn0002838	0	0	0	0
FBgn0039461	44	41	41	25
FBgn0004359	14	18	18	7
FBgn0039462	19	7	7	11
FBgn0039463	1	0	0	0
FBgn0039466	492	307	307	206
FBgn0039467	272	130	130	133
FBgn0039469	0	1	1	0
FBgn0051077	0	0	0	0
FBgn0039471	0	0	0	0
FBgn0039470	0	0	0	1
FBgn0051076	0	0	0	0
FBgn0051075	350	235	235	180
FBgn0041224	0	0	0	0
FBgn0039465	101	73	73	73
FBgn0039464	153	98	98	128
FBgn0051070	0	0	0	0
FBgn0051071	0	0	0	0
FBgn0004510	154	104	104	62
FBgn0003267	0	1	1	1
FBgn0026562	13091	9636	9636	1060
FBgn0027889	272	210	210	169
FBgn0004842	0	1	1	0
FBgn0029170	0	0	0	0
FBgn0039479	25	20	20	29
FBgn0039482	1	0	0	0
FBgn0039483	1	0	0	0
FBgn0039485	2	12	12	11
FBgn0027574	122	73	73	42
FBgn0039489	26	23	23	25
FBgn0039490	4	2	2	0
FBgn0029155	1055	673	673	361
FBgn0039494	617	451	451	189
FBgn0039495	4	1	1	1
FBgn0051065	2	0	0	1
FBgn0003482	12	4	4	3
FBgn0051068	9	11	11	3
FBgn0005696	184	140	140	80
FBgn0039498	3	3	3	1
FBgn0042111	211	174	174	92
FBgn0051064	174	139	139	80
FBgn0004197	340	238	238	117
FBgn0039492	333	213	213	112
FBgn0039491	0	0	0	1
FBgn0039488	118	80	80	56
FBgn0039487	145	113	113	89
FBgn0039486	1	0	0	0
FBgn0039481	0	0	0	0
FBgn0039480	0	1	1	0
FBgn0003495	1408	975	975	732
FBgn0039478	6	7	7	3
FBgn0039476	0	1	1	0
FBgn0039475	0	0	0	0
FBgn0039474	0	0	0	0
FBgn0039473	0	0	0	0
FBgn0039472	0	0	0	0
FBgn0011289	522	425	425	182
FBgn0039504	2	3	3	2
FBgn0039505	66	45	45	37
FBgn0046247	139	88	88	56
FBgn0039508	476	310	310	223
FBgn0015737	1046	747	747	492
FBgn0016061	1	0	0	0
FBgn0039511	0	0	0	0
FBgn0039510	9	2	2	7
FBgn0040609	67	46	46	23
FBgn0039509	151	122	122	43
FBgn0039507	310	254	254	127
FBgn0002441	430	328	328	185
FBgn0039503	5	4	4	0
FBgn0010328	1240	853	853	457
FBgn0010441	216	160	160	67
FBgn0039501	35	33	33	15
FBgn0039500	8	4	4	0
FBgn0039518	0	0	0	0
FBgn0039519	0	0	0	0
FBgn0039520	0	0	0	0
FBgn0039523	0	0	0	0
FBgn0046887	0	0	0	0
FBgn0046886	0	0	0	0
FBgn0046885	0	0	0	0
FBgn0040080	455	352	352	248
FBgn0039528	735	558	558	349
FBgn0039527	9	7	7	3
FBgn0027492	1798	1189	1189	922
FBgn0039525	69	38	38	50
FBgn0004387	589	408	408	216
FBgn0039522	0	0	0	0
FBgn0039521	0	0	0	0
FBgn0005659	0	0	0	0
FBgn0067407	0	0	0	0
FBgn0039551	0	0	0	0
FBgn0039552	0	0	0	0
FBgn0039555	296	218	218	125
FBgn0003279	15658	11431	11431	4524
FBgn0027579	156	106	106	73
FBgn0039560	368	274	274	148
FBgn0039562	3809	2678	2678	1927
FBgn0039564	9	5	5	2
FBgn0051054	0	0	0	0
FBgn0039566	230	151	151	120
FBgn0039568	0	0	0	0
FBgn0003890	383	258	258	118
FBgn0051131	0	0	0	0
FBgn0051253	0	0	0	0
FBgn0039565	0	0	0	0
FBgn0039563	195	111	111	63
FBgn0039561	333	233	233	142
FBgn0039559	546	425	425	216
FBgn0051053	3	2	2	0
FBgn0039558	62	51	51	40
FBgn0039557	147	84	84	64
FBgn0053213	39	29	29	13
FBgn0039554	215	140	140	94
FBgn0002865	1	0	0	0
FBgn0004171	0	0	0	0
FBgn0039576	0	0	0	1
FBgn0039577	0	0	0	0
FBgn0039581	575	369	369	250
FBgn0039584	0	0	0	0
FBgn0039585	2	1	1	1
FBgn0013813	10	0	0	4
FBgn0039588	25	15	15	14
FBgn0003137	770	576	576	692
FBgn0051051	6	3	3	1
FBgn0039580	425	294	294	117
FBgn0001215	1625	1115	1115	618
FBgn0039589	49	42	42	33
FBgn0039591	0	0	0	0
FBgn0053346	2	4	4	2
FBgn0039593	2	4	4	12
FBgn0039594	4	1	1	3
FBgn0027655	733	513	513	315
FBgn0039599	0	0	0	0
FBgn0039598	0	0	0	0
FBgn0039597	0	0	0	0
FBgn0039596	0	0	0	0
FBgn0039595	0	0	0	0
FBgn0051050	0	0	0	0
FBgn0039590	313	208	208	204
FBgn0026400	129	118	118	85
FBgn0000659	0	0	0	1
FBgn0039600	548	399	399	228
FBgn0039602	129	71	71	72
FBgn0039609	1	0	0	0
FBgn0039611	5	3	3	1
FBgn0039613	945	548	548	293
FBgn0027578	390	229	229	114
FBgn0039616	1	1	1	1
FBgn0039623	240	189	189	101
FBgn0041780	0	0	0	0
FBgn0039622	29	14	14	22
FBgn0039620	11	6	6	5
FBgn0039617	0	0	0	1
FBgn0053203	4	2	2	1
FBgn0039612	1141	874	874	474
FBgn0015589	1512	1045	1045	606
FBgn0024273	423	300	300	133
FBgn0039601	202	157	157	83
FBgn0005642	257	173	173	95
FBgn0027873	146	101	101	85
FBgn0003093	613	425	425	243
FBgn0039627	42	26	26	8
FBgn0039628	0	0	0	0
FBgn0039629	2	0	0	1
FBgn0039630	0	0	0	0
FBgn0039631	39	35	35	27
FBgn0039633	1010	701	701	379
FBgn0039635	441	334	334	168
FBgn0039636	225	159	159	67
FBgn0039637	747	540	540	248
FBgn0028671	649	472	472	270
FBgn0039640	30	31	31	8
FBgn0028692	819	546	546	445
FBgn0039644	238	155	155	155
FBgn0039645	1	1	1	0
FBgn0014427	34	19	19	20
FBgn0051044	48	32	32	20
FBgn0029176	6167	4562	4562	2489
FBgn0039654	158	114	114	58
FBgn0028476	226	175	175	133
FBgn0003525	515	347	347	130
FBgn0051445	12	7	7	5
FBgn0051427	0	1	1	0
FBgn0039656	1	0	0	1
FBgn0039655	7	1	1	1
FBgn0062442	215	155	155	118
FBgn0039651	17	4	4	8
FBgn0039650	8	13	13	13
FBgn0039647	1	1	1	1
FBgn0041186	208	144	144	86
FBgn0041588	191	131	131	103
FBgn0039642	46	38	38	17
FBgn0039641	24	14	14	21
FBgn0039639	23	6	6	11
FBgn0039638	159	114	114	81
FBgn0005596	280	166	166	106
FBgn0039634	316	204	204	174
FBgn0039632	280	193	193	155
FBgn0039626	161	127	127	61
FBgn0039625	0	0	0	0
FBgn0039664	14	16	16	4
FBgn0039666	0	0	0	0
FBgn0039667	5	1	1	1
FBgn0039668	573	389	389	182
FBgn0039665	300	204	204	143
FBgn0040623	0	0	0	0
FBgn0039663	41	33	33	18
FBgn0015622	1911	1357	1357	763
FBgn0039659	1	1	1	1
FBgn0039669	0	0	0	0
FBgn0000492	0	0	0	0
FBgn0039674	157	119	119	75
FBgn0039677	0	0	0	0
FBgn0039678	1	1	1	0
FBgn0039679	1	0	0	0
FBgn0039680	288	216	216	177
FBgn0013972	3	4	4	0
FBgn0039683	4	1	1	0
FBgn0039684	0	0	0	0
FBgn0039686	0	0	0	0
FBgn0024841	161	115	115	73
FBgn0042213	99	80	80	52
FBgn0039688	5	2	2	4
FBgn0039687	147	120	120	85
FBgn0039685	0	0	0	0
FBgn0039682	41	36	36	13
FBgn0039681	0	0	0	0
FBgn0025457	306	206	206	140
FBgn0039673	1	0	0	3
FBgn0051041	1	1	1	1
FBgn0039671	0	0	0	0
FBgn0039670	0	0	0	0
FBgn0039689	136	95	95	71
FBgn0039690	41	32	32	34
FBgn0039691	436	316	316	235
FBgn0019972	241	189	189	135
FBgn0039698	131	97	97	43
FBgn0000247	661	466	466	257
FBgn0039704	1	1	1	1
FBgn0039707	1	0	0	0
FBgn0039709	2	0	0	1
FBgn0051038	217	127	127	44
FBgn0039719	0	0	0	0
FBgn0051036	4	2	2	0
FBgn0003357	0	0	0	0
FBgn0039723	0	0	0	0
FBgn0039727	288	205	205	174
FBgn0004622	1	0	0	0
FBgn0039726	84	50	50	35
FBgn0051040	102	61	61	58
FBgn0051202	2	0	0	1
FBgn0003358	0	0	0	0
FBgn0003356	0	0	0	0
FBgn0003861	0	0	0	0
FBgn0039722	0	0	0	0
FBgn0039718	0	0	0	1
FBgn0039712	246	182	182	97
FBgn0051032	5	6	6	6
FBgn0039710	187	133	133	88
FBgn0039705	330	229	229	153
FBgn0039703	1	0	0	0
FBgn0039702	89	71	71	40
FBgn0002924	1212	807	807	498
FBgn0039697	512	364	364	252
FBgn0039696	146	112	112	74
FBgn0039694	32	25	25	5
FBgn0020235	1824	1342	1342	815
FBgn0027518	209	150	150	92
FBgn0027583	154	111	111	84
FBgn0039728	1	0	0	0
FBgn0039731	28	21	21	7
FBgn0039733	172	126	126	59
FBgn0039734	2	1	1	0
FBgn0016685	669	470	470	342
FBgn0026597	416	283	283	172
FBgn0003511	0	0	0	0
FBgn0003510	0	0	0	0
FBgn0003512	236	178	178	82
FBgn0039741	151	97	97	46
FBgn0039743	346	214	214	133
FBgn0039744	2	1	1	0
FBgn0260468	0	0	0	0
FBgn0039748	0	0	0	0
FBgn0039752	0	0	0	0
FBgn0039756	310	219	219	183
FBgn0039755	2	0	0	1
FBgn0039754	3	1	1	3
FBgn0039751	53	39	39	16
FBgn0051028	2	1	1	1
FBgn0051030	0	0	0	0
FBgn0039749	0	0	0	0
FBgn0039747	1	0	0	0
FBgn0051029	13	6	6	8
FBgn0051025	3	2	2	0
FBgn0003479	88	67	67	46
FBgn0039742	0	2	2	4
FBgn0002626	9234	6321	6321	3091
FBgn0001280	132	109	109	89
FBgn0001281	0	0	0	0
FBgn0041102	1	0	0	0
FBgn0039740	125	80	80	59
FBgn0039739	0	0	0	0
FBgn0039737	849	594	594	342
FBgn0039735	361	243	243	218
FBgn0039732	26	19	19	15
FBgn0039730	108	85	85	42
FBgn0000032	256	180	180	152
FBgn0000280	0	0	0	0
FBgn0000279	19	17	17	7
FBgn0039760	1	0	0	0
FBgn0039761	0	0	0	0
FBgn0010113	1908	1358	1358	949
FBgn0015221	7	10	10	10
FBgn0039765	25	27	27	15
FBgn0039768	0	0	0	0
FBgn0039767	369	226	226	134
FBgn0039766	20	17	17	17
FBgn0039764	42	30	30	18
FBgn0027544	0	0	0	0
FBgn0015222	2318	1669	1669	1010
FBgn0051023	0	0	0	0
FBgn0051383	0	0	0	0
FBgn0039759	2	0	0	5
FBgn0039758	0	0	0	0
FBgn0039769	2	0	0	0
FBgn0039774	138	94	94	56
FBgn0039776	848	565	565	264
FBgn0260440	12	6	6	3
FBgn0039778	0	0	0	0
FBgn0039779	0	0	0	1
FBgn0039782	0	0	0	0
FBgn0039784	1	0	0	0
FBgn0082582	377	236	236	194
FBgn0039787	1	1	1	0
FBgn0051019	3	9	9	5
FBgn0051021	1	1	1	1
FBgn0051017	0	0	0	0
FBgn0051015	0	0	0	0
FBgn0051013	0	0	0	0
FBgn0039792	0	0	0	0
FBgn0039790	181	98	98	46
FBgn0039789	45	26	26	20
FBgn0039788	2	1	1	4
FBgn0027654	19	10	10	1
FBgn0051524	0	0	0	0
FBgn0039783	0	0	0	0
FBgn0051014	0	0	0	0
FBgn0051371	0	0	0	0
FBgn0039780	0	0	0	0
FBgn0026190	0	0	0	0
FBgn0039777	0	0	0	0
FBgn0039773	92	70	70	31
FBgn0028646	167	108	108	69
FBgn0039771	0	0	0	0
FBgn0039770	0	0	0	0
FBgn0039795	1	0	0	0
FBgn0039797	71	41	41	19
FBgn0039799	2	1	1	1
FBgn0039802	220	182	182	97
FBgn0027598	1623	1149	1149	860
FBgn0039804	282	208	208	95
FBgn0039805	0	0	0	0
FBgn0015032	0	2	2	0
FBgn0000416	10697	7163	7163	4166
FBgn0039809	211	123	123	58
FBgn0039808	13	9	9	1
FBgn0039807	0	1	1	0
FBgn0039806	0	2	2	0
FBgn0011739	648	463	463	263
FBgn0039801	24	21	21	15
FBgn0039800	13	7	7	6
FBgn0039798	13	6	6	6
FBgn0051010	0	0	0	0
FBgn0000274	0	0	0	0
FBgn0039796	0	0	0	0
FBgn0039812	0	0	0	0
FBgn0010015	15	6	6	2
FBgn0016123	34	30	30	24
FBgn0024288	21	21	21	0
FBgn0039820	0	0	0	0
FBgn0039821	1	0	0	3
FBgn0039818	0	1	1	0
FBgn0039816	0	1	1	0
FBgn0002413	858	589	589	363
FBgn0010808	247	165	165	115
FBgn0004573	3	0	0	1
FBgn0051008	0	0	0	0
FBgn0062411	0	0	0	0
FBgn0039811	0	0	0	0
FBgn0039810	0	0	0	0
FBgn0013973	0	0	0	0
FBgn0004389	0	0	0	0
FBgn0039827	90	64	64	2
FBgn0039828	248	174	174	70
FBgn0039831	598	447	447	255
FBgn0039835	44	33	33	46
FBgn0039838	0	0	0	0
FBgn0040628	0	0	0	0
FBgn0040629	1	0	0	0
FBgn0039839	0	1	1	0
FBgn0039840	1	0	0	0
FBgn0039836	11	5	5	7
FBgn0051005	100	77	77	26
FBgn0039833	3	0	0	0
FBgn0039832	0	0	0	0
FBgn0039830	2540	1812	1812	1168
FBgn0046696	8	4	4	7
FBgn0039829	46	32	32	15
FBgn0061476	105	62	62	60
FBgn0051004	2	0	0	1
FBgn0046332	0	0	0	0
FBgn0039844	107	69	69	93
FBgn0019990	486	339	339	204
FBgn0039850	0	0	0	0
FBgn0039851	1	0	0	0
FBgn0039852	1	1	1	0
FBgn0028968	735	556	556	375
FBgn0003268	579	400	400	335
FBgn0039854	5	2	2	3
FBgn0039855	3	3	3	2
FBgn0039856	3	3	3	1
FBgn0039858	6317	4248	4248	2862
FBgn0039857	12022	8710	8710	4062
FBgn0043900	317	205	205	136
FBgn0039849	269	171	171	104
FBgn0039848	6	9	9	3
FBgn0039846	148	87	87	56
FBgn0051002	0	0	0	0
FBgn0051204	0	0	0	0
FBgn0039860	49	28	28	15
FBgn0039861	98	64	64	31
FBgn0039862	8	14	14	8
FBgn0039863	663	465	465	283
FBgn0003870	444	323	323	187
FBgn0039868	98	62	62	43
FBgn0000557	9	13	13	8
FBgn0039869	416	317	317	271
FBgn0039870	74	34	34	53
FBgn0022349	873	575	575	352
FBgn0039875	394	265	265	152
FBgn0005632	2165	1590	1590	995
FBgn0027620	601	433	433	269
FBgn0039879	2	0	0	1
FBgn0039881	14	10	10	11
FBgn0039882	53	36	36	27
FBgn0039877	142	94	94	93
FBgn0039876	49	38	38	38
FBgn0003065	0	0	0	0
FBgn0039873	0	0	0	0
FBgn0017448	0	1	1	0
FBgn0039872	0	2	2	1
FBgn0000150	1965	1396	1396	1091
FBgn0039867	88	62	62	36
FBgn0039864	0	0	0	0
FBgn0039859	13	8	8	7
FBgn0039883	18	10	10	11
FBgn0039886	265	201	201	115
FBgn0039887	1	0	0	0
FBgn0002780	1187	830	830	568
FBgn0002645	1873	1220	1220	1193
FBgn0040206	248	174	174	165
FBgn0011224	377	246	246	199
FBgn0051616	0	0	0	0
FBgn0051615	0	0	0	0
FBgn0051754	0	0	0	0
FBgn0032956	696	444	444	646
FBgn0051619	939	625	625	495
FBgn0032961	857	619	619	458
FBgn0003866	723	505	505	321
FBgn0051612	88	46	46	53
FBgn0032964	3	1	1	5
FBgn0000559	25217	17543	17543	12838
FBgn0032966	0	0	0	0
FBgn0032967	21	18	18	6
FBgn0032968	67	45	45	51
FBgn0051700	0	0	0	0
FBgn0051702	0	0	0	0
FBgn0032971	0	0	0	0
FBgn0032973	4	1	1	8
FBgn0025674	537	393	393	286
FBgn0032972	7	4	4	6
FBgn0040519	0	1	1	1
FBgn0051703	0	0	0	0
FBgn0051601	462	288	288	273
FBgn0032969	0	0	0	0
FBgn0032965	32	19	19	13
FBgn0032981	215	137	137	102
FBgn0042701	21	15	15	9
FBgn0032986	289	213	213	187
FBgn0032988	347	251	251	287
FBgn0039972	1881	1293	1293	1188
FBgn0032987	12310	8469	8469	5812
FBgn0032979	757	536	536	334
FBgn0033047	0	0	0	0
FBgn0033050	348	271	271	147
FBgn0033055	253	174	174	133
FBgn0033058	1	0	0	0
FBgn0033060	36	27	27	17
FBgn0033063	0	2	2	2
FBgn0011958	0	0	0	0
FBgn0011957	0	0	0	0
FBgn0011932	0	0	0	0
FBgn0011931	0	1	1	0
FBgn0011887	0	0	0	0
FBgn0011880	0	0	0	0
FBgn0011956	0	0	0	0
FBgn0050316	0	0	0	0
FBgn0033065	4	1	1	6
FBgn0040502	0	0	0	0
FBgn0011934	0	0	0	0
FBgn0033069	0	0	0	0
FBgn0050431	1	0	0	0
FBgn0033074	5	2	2	1
FBgn0021847	123	89	89	65
FBgn0033072	0	0	0	0
FBgn0050432	0	0	0	0
FBgn0011935	0	0	0	0
FBgn0033067	0	0	0	0
FBgn0011955	0	0	0	0
FBgn0011890	0	0	0	0
FBgn0000546	244	214	214	102
FBgn0011888	0	0	0	0
FBgn0011889	0	0	0	0
FBgn0011933	0	0	0	0
FBgn0011938	0	0	0	0
FBgn0011891	0	0	0	0
FBgn0033062	663	464	464	302
FBgn0033061	3	1	1	3
FBgn0033056	0	0	0	0
FBgn0033054	0	2	2	0
FBgn0033052	1121	789	789	437
FBgn0033051	215	135	135	90
FBgn0000043	5976	4254	4254	4476
FBgn0033048	0	0	0	1
FBgn0027507	232	146	146	107
FBgn0033031	0	0	0	0
FBgn0033032	75	57	57	59
FBgn0022288	166	90	90	63
FBgn0033042	0	0	0	0
FBgn0033043	0	0	0	0
FBgn0033041	0	0	0	0
FBgn0025693	236	160	160	119
FBgn0033038	160	111	111	81
FBgn0033033	585	375	375	169
FBgn0033029	784	444	444	387
FBgn0050438	51	34	34	32
FBgn0039970	232	182	182	145
FBgn0033028	403	274	274	251
FBgn0039969	90	60	60	123
FBgn0033027	5	4	4	8
FBgn0050440	55	35	35	31
FBgn0042085	755	530	530	245
FBgn0029131	342	234	234	115
FBgn0050443	53	45	45	32
FBgn0013732	41	18	18	19
FBgn0033085	33	19	19	13
FBgn0033086	46	35	35	23
FBgn0033088	51	44	44	48
FBgn0033092	38	36	36	19
FBgn0033090	1	0	0	0
FBgn0033093	11	5	5	2
FBgn0014009	529	347	347	225
FBgn0028579	156	106	106	86
FBgn0042083	167	101	101	76
